Name,District,Sentiment,Comment,Date,Predicted_Sentiment,Sentiment_Score,Entities,Topic
Melissa Cunningham,Gasabo,Positive,Distance-based fares make the public transport system more efficient.,5/22/2024,positive,0.4355466365814209,[],transport make efficient
Melissa Cunningham,Gasabo,Positive,Distance-based fares make the public transport system more efficient.,5/22/2024,positive,0.4355466365814209,[],transport make efficient
Melissa Cunningham,Gasabo,Positive,Distance-based fares make the public transport system more efficient.,5/22/2024,positive,0.4355466365814209,[],transport make efficient
William Hall,Nyarugenge,Negative,This new fare system is too expensive for long commutes.,6/18/2024,neutral,0.0,[],new model daily
William Hall,Nyarugenge,Negative,This new fare system is too expensive for long commutes.,6/18/2024,neutral,0.0,[],new model daily
William Hall,Nyarugenge,Negative,This new fare system is too expensive for long commutes.,6/18/2024,neutral,0.0,[],new model daily
William Hall,Nyarugenge,Negative,This new fare system is too expensive for long commutes.,6/18/2024,neutral,0.0,[],new model daily
William Hall,Nyarugenge,Negative,This new fare system is too expensive for long commutes.,6/18/2024,neutral,0.0,[],new model daily
William Hall,Nyarugenge,Negative,This new fare system is too expensive for long commutes.,6/18/2024,neutral,0.0,[],new model daily
William Hall,Nyarugenge,Negative,This new fare system is too expensive for long commutes.,6/18/2024,neutral,0.0,[],new model daily
William Hall,Nyarugenge,Negative,This new fare system is too expensive for long commutes.,6/18/2024,neutral,0.0,[],new model daily
William Hall,Nyarugenge,Negative,This new fare system is too expensive for long commutes.,6/18/2024,neutral,0.0,[],new model daily
William Hall,Nyarugenge,Negative,This new fare system is too expensive for long commutes.,6/18/2024,neutral,0.0,[],new model daily
Zachary Turner,Gasabo,Negative,Now I pay more for the same journey. This is not fair!,11/2/2024,positive,0.3310074508190155,[],transport make efficient
Zachary Turner,Gasabo,Negative,Now I pay more for the same journey. This is not fair!,11/2/2024,positive,0.3310074508190155,[],transport make efficient
Zachary Turner,Gasabo,Negative,Now I pay more for the same journey. This is not fair!,11/2/2024,positive,0.3310074508190155,[],transport make efficient
Zachary Turner,Gasabo,Negative,Now I pay more for the same journey. This is not fair!,11/2/2024,positive,0.3310074508190155,[],transport make efficient
Zachary Turner,Gasabo,Negative,Now I pay more for the same journey. This is not fair!,11/2/2024,positive,0.3310074508190155,[],transport make efficient
Zachary Turner,Gasabo,Negative,Now I pay more for the same journey. This is not fair!,11/2/2024,positive,0.3310074508190155,[],transport make efficient
Zachary Turner,Gasabo,Negative,Now I pay more for the same journey. This is not fair!,11/2/2024,positive,0.3310074508190155,[],transport make efficient
Zachary Turner,Gasabo,Negative,Now I pay more for the same journey. This is not fair!,11/2/2024,positive,0.3310074508190155,[],transport make efficient
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Jeffrey Goodwin,Kicukiro,Neutral,It’s too early to tell if this system is better or worse.,7/14/2024,negative,-0.3974328935146332,[],worse tell early
Kimberly Brewer,Kicukiro,Neutral,I don't see much difference between the old and new fare systems.,11/4/2024,neutral,0.0,[],new model daily
Kimberly Brewer,Kicukiro,Neutral,I don't see much difference between the old and new fare systems.,11/4/2024,neutral,0.0,[],new model daily
Kimberly Brewer,Kicukiro,Neutral,I don't see much difference between the old and new fare systems.,11/4/2024,neutral,0.0,[],new model daily
Kimberly Brewer,Kicukiro,Neutral,I don't see much difference between the old and new fare systems.,11/4/2024,neutral,0.0,[],new model daily
Kimberly Brewer,Kicukiro,Neutral,I don't see much difference between the old and new fare systems.,11/4/2024,neutral,0.0,[],new model daily
Kimberly Brewer,Kicukiro,Neutral,I don't see much difference between the old and new fare systems.,11/4/2024,neutral,0.0,[],new model daily
Kimberly Brewer,Kicukiro,Neutral,I don't see much difference between the old and new fare systems.,11/4/2024,neutral,0.0,[],new model daily
Kimberly Brewer,Kicukiro,Neutral,I don't see much difference between the old and new fare systems.,11/4/2024,neutral,0.0,[],new model daily
Kimberly Brewer,Kicukiro,Neutral,I don't see much difference between the old and new fare systems.,11/4/2024,neutral,0.0,[],new model daily
Kimberly Brewer,Kicukiro,Neutral,I don't see much difference between the old and new fare systems.,11/4/2024,neutral,0.0,[],new model daily
Kimberly Brewer,Kicukiro,Neutral,I don't see much difference between the old and new fare systems.,11/4/2024,neutral,0.0,[],new model daily
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Tina Grant,Gasabo,Positive,This new fare system saves me money on short trips.,10/13/2024,positive,0.24530687928199768,[],short trip money
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Anne Olsen,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,4/8/2024,positive,0.4355466365814209,[],transport make efficient
Stephanie Burnett,Kicukiro,Negative,Now I pay more for the same journey. This is not fair!,2/3/2024,positive,0.3310074508190155,[],transport make efficient
Stephanie Burnett,Kicukiro,Negative,Now I pay more for the same journey. This is not fair!,2/3/2024,positive,0.3310074508190155,[],transport make efficient
Stephanie Burnett,Kicukiro,Negative,Now I pay more for the same journey. This is not fair!,2/3/2024,positive,0.3310074508190155,[],transport make efficient
Stephanie Burnett,Kicukiro,Negative,Now I pay more for the same journey. This is not fair!,2/3/2024,positive,0.3310074508190155,[],transport make efficient
Stephanie Burnett,Kicukiro,Negative,Now I pay more for the same journey. This is not fair!,2/3/2024,positive,0.3310074508190155,[],transport make efficient
Stephanie Burnett,Kicukiro,Negative,Now I pay more for the same journey. This is not fair!,2/3/2024,positive,0.3310074508190155,[],transport make efficient
Stephanie Burnett,Kicukiro,Negative,Now I pay more for the same journey. This is not fair!,2/3/2024,positive,0.3310074508190155,[],transport make efficient
Stephanie Burnett,Kicukiro,Negative,Now I pay more for the same journey. This is not fair!,2/3/2024,positive,0.3310074508190155,[],transport make efficient
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Tyler Miller,Nyarugenge,Neutral,It’s too early to tell if this system is better or worse.,1/29/2024,negative,-0.3974328935146332,[],worse tell early
Joshua Hall DDS,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,11/25/2024,positive,0.4355466365814209,[],transport make efficient
Joshua Hall DDS,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,11/25/2024,positive,0.4355466365814209,[],transport make efficient
Joshua Hall DDS,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,11/25/2024,positive,0.4355466365814209,[],transport make efficient
Joshua Hall DDS,Kicukiro,Positive,Distance-based fares make the public transport system more efficient.,11/25/2024,positive,0.4355466365814209,[],transport make efficient
